Nombre,URL,Puntuacion,Comentarios,Municipio,Descripcion,Alrededores
Nuevo Apartamento Moderno con Excelente Ubicación,https://www.booking.com/hotel/co/nuevo-apartamento-moderno-con-excelente-ubicacion.es.html?aid=304142&label=gen173nr-10CAQoggJCDnNlYXJjaF9pYmFndcOpSApYBGgyiAEBmAEzuAEXyAEM2AED6AEB-AEBiAIBqAIBuAK4wtXGBsACAdICJDBlYTQwYzhiLTNhYzctNDdiYi1hMzc2LTIyOWU5ZDI5ODUzONgCAeACAQ&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=1&hapos=196&sr_order=popularity&srpvid=eb1b6d9c0fb60a41&srepoch=1758814822&from=searchresults,"8,4",74 comentarios,Ibagué,"Nuevo Apartamento Moderno con Excelente Ubicación se encuentra en Ibagué. Este apartamento tiene jardín y parking privado gratis.

El apartamento dispone de balcón, 2 dormitorios, sala de estar y cocina bien equipada. Se ofrece TV de pantalla plana.

El aeropuerto más cercano (Aeropuerto de Ibagué) está a 9 km del alojamiento, que ofrece servicio de traslado de pago para ir o volver del aeropuerto.","¿Qué hay cerca?: Unidad Deportiva de Ibagué - 600 m; Game Box - 700 m; Cancha Versalles - 750 m; Megaparque la 60 - 900 m; Bioparque Avenida Ferrocarril - 1 km; Parque Ambalema - 1,2 km; Parque Jhon F. Kennedy - 1,2 km; Parque Ambala - 1,3 km; Parque La Floresta - 1,4 km; Parque - 1,4 km || Restaurantes y cafeterías: RestauranteArepas de Don Berna - 10 m; RestauranteDominos - 100 m; RestauranteHamburguesas El Vaquero Ibague - 150 m || Aeropuertos más cercanos: Aeropuerto de Ibagué - 8 km; Aeropuerto internacional de El Edén - 98 km"
Villa chava,https://www.booking.com/hotel/co/villa-chava.es.html?aid=304142&label=gen173nr-10CAQoggJCDnNlYXJjaF9pYmFndcOpSApYBGgyiAEBmAEzuAEXyAEM2AED6AEB-AEBiAIBqAIBuAK4wtXGBsACAdICJDBlYTQwYzhiLTNhYzctNDdiYi1hMzc2LTIyOWU5ZDI5ODUzONgCAeACAQ&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=2&hapos=197&sr_order=popularity&srpvid=eb1b6d9c0fb60a41&srepoch=1758814822&from=searchresults,"8,2",16 comentarios,Ibagué,"Villa chava se encuentra en Ibagué y dispone de jardín y bar. El alojamiento ofrece sauna, bañera de hidromasaje y wifi gratis en todo el alojamiento.

En el hostal o pensión, todas las habitaciones incluyen baño privado.

En Villa chava se sirve un desayuno a la carta.

El aeropuerto (Aeropuerto de Ibagué) está a 8 km.","¿Qué hay cerca?: Parque Colinas del Norte - 300 m; Universidad cooperativa de colombia - 300 m; Parque del Barrio Pacande - 750 m; Parque de la Música - 900 m; Parque Bioecológico San Luisú - 950 m; Bioparque Santa Ines - 1,4 km; Coopentol - 2,3 km; Parque portales del norte - 2,4 km; Reserva Ecológica Mina del Vergel - 2,5 km; Cancha 7 et. Jordan - 2,5 km || Restaurantes y cafeterías: RestauranteAsadero Tolipollo N2 - 900 m; RestauranteAsadero Tolipollo 2 - 1 km; RestauranteDiana - 700 m || Aeropuertos más cercanos: Aeropuerto de Ibagué - 6 km"
Apartamento vacacional con parqueadero y piscina,https://www.booking.com/hotel/co/apartamento-vacacional-con-parqueadero-y-piscina.es.html?aid=304142&label=gen173nr-10CAQoggJCDnNlYXJjaF9pYmFndcOpSApYBGgyiAEBmAEzuAEXyAEM2AED6AEB-AEBiAIBqAIBuAK4wtXGBsACAdICJDBlYTQwYzhiLTNhYzctNDdiYi1hMzc2LTIyOWU5ZDI5ODUzONgCAeACAQ&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=3&hapos=198&sr_order=popularity&srpvid=eb1b6d9c0fb60a41&srepoch=1758814822&from=searchresults,"5,0",2 comentarios,Ibagué,"Apartamento vacacional con parqueadero y piscina está en Ibagué y ofrece piscina al aire libre y jardín.

El apartamento de 2 dormitorios dispone de sala de estar con TV de pantalla plana, cocina totalmente equipada y 1 baño.

El personal de la recepción 24 horas puede ayudar a la clientela con cualquier consulta que tenga.

El aeropuerto (Aeropuerto de Ibagué) está a 5 km.","¿Qué hay cerca?: Comfenalco - 2,9 km; leisure - 3 km; Parque Nuevo Horizonte - 3,1 km; Club Campestre de Ibague - 3,2 km; Mega parque Santa Rita - 3,3 km; Plazoleta Comfenalco Cuarta Etapa - 3,3 km; Parque Plazoleta San Remo - 3,4 km; Parque Infantil - 3,6 km; Recreacafe - 5 km; Parque Mirolindo - 6 km || Restaurantes y cafeterías: RestauranteGallina Pa Comer - 1,8 km; RestauranteSeñora Bucaramanga - 1,7 km; RestaurantePollo Brasas - 1,5 km || Aeropuertos más cercanos: Aeropuerto de Ibagué - 4 km"
Apartamento Turismo en Ibagué ESMERALDA,https://www.booking.com/hotel/co/precioso-apto-excelente-ubicacion-en-ibague.es.html?aid=304142&label=gen173nr-10CAQoggJCDnNlYXJjaF9pYmFndcOpSApYBGgyiAEBmAEzuAEXyAEM2AED6AEB-AEBiAIBqAIBuAK4wtXGBsACAdICJDBlYTQwYzhiLTNhYzctNDdiYi1hMzc2LTIyOWU5ZDI5ODUzONgCAeACAQ&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=4&hapos=199&sr_order=popularity&srpvid=eb1b6d9c0fb60a41&srepoch=1758814822&from=searchresults,10,3 comentarios,Ibagué,"Apartamento Turismo en Ibagué ESMERALDA está en Ibagué y ofrece alojamiento con balcón y wifi gratis. Este apartamento dispone de jardín y parking privado gratis.

El apartamento tiene terraza, 2 dormitorios, sala de estar y cocina bien equipada con nevera y microondas. Hay toallas y ropa de cama en el apartamento.

El aeropuerto (Aeropuerto de Ibagué) está a 14 km.","¿Qué hay cerca?: Parque de Belén - 150 m; Parque del Agua - 400 m; Calle 6 K 4 La Pola - 600 m; Paruqe infantil Libertador - 650 m; Parque Centenario - 700 m; Walking Walking - 750 m; Parque Bolívar - 1,1 km; Parque de la Música - 1,3 km; Plazoleta Dulima - 1,6 km; Parque Bio Saludable Avenida - 2,3 km || Restaurantes y cafeterías: RestauranteLa Casona del Chuzo - 150 m; RestauranteKeriko Restaurante - 500 m; RestauranteWhaam Arte Culinario - 350 m || Aeropuertos más cercanos: Aeropuerto de Ibagué - 14 km; Aeropuerto internacional de El Edén - 96 km"
Apartamentomilladeoro,https://www.booking.com/hotel/co/apartamentomilladeoro.es.html?aid=304142&label=gen173nr-10CAQoggJCDnNlYXJjaF9pYmFndcOpSApYBGgyiAEBmAEzuAEXyAEM2AED6AEB-AEBiAIBqAIBuAK4wtXGBsACAdICJDBlYTQwYzhiLTNhYzctNDdiYi1hMzc2LTIyOWU5ZDI5ODUzONgCAeACAQ&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=5&hapos=200&sr_order=popularity&srpvid=eb1b6d9c0fb60a41&srepoch=1758814822&from=searchresults,,,Ibagué,"Apartamentomilladeoro, que cuenta con sauna, se encuentra en Ibagué. Este alojamiento ofrece piscina privada y parking privado gratis.

Este apartamento de 1 dormitorio ofrece wifi gratis, TV de pantalla plana, lavadora y cocina con nevera ymicroondas.

El aeropuerto (Aeropuerto de Ibagué) está a 10 km.","¿Qué hay cerca?: Megaparque la 60 - 400 m; Estación Splash - 500 m; Game Box - 1,1 km; Parque La Floresta - 1,2 km; Parque Ambalema - 1,2 km; Parque Jhon F. Kennedy - 1,3 km; Parque Ambala - 1,4 km; Parque - 1,5 km; Cancha 2 Etapa - 1,5 km; Cancha 7 et. Jordan - 1,5 km || Restaurantes y cafeterías: RestauranteRestaurante Don Pedro Típico Colombiano - 100 m; RestauranteTango Burger Shop - 30 m; RestauranteFrisby La Estación - 50 m || Aeropuertos más cercanos: Aeropuerto de Ibagué - 9 km; Aeropuerto internacional de El Edén - 98 km"
201-Cómodo y moderno apartamento de 2 habitaciones en la mejor zona céntrica de ibagué,https://www.booking.com/hotel/co/201-comodo-y-moderno-apartamento-masosa-relax.es.html?aid=304142&label=gen173nr-10CAQoggJCDnNlYXJjaF9pYmFndcOpSApYBGgyiAEBmAEzuAEXyAEM2AED6AEB-AEBiAIBqAIBuAK4wtXGBsACAdICJDBlYTQwYzhiLTNhYzctNDdiYi1hMzc2LTIyOWU5ZDI5ODUzONgCAeACAQ&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=6&hapos=201&sr_order=popularity&srpvid=eb1b6d9c0fb60a41&srepoch=1758814822&from=searchresults,"9,1",49 comentarios,Ibagué,"201-Cómodo y moderno apartamento de 2 habitaciones en la mejor zona céntrica de ibagué está en Ibagué y dispone de alojamiento con restaurante, wifi gratis, recepción 24 horas y mostrador de información turística. El alojamiento ofrece vistas al jardín.

El apartamento tiene balcón, 2 dormitorios, sala de estar y cocina bien equipada. Hay TV de pantalla plana.

El aeropuerto (Aeropuerto de Ibagué) está a 9 km.","¿Qué hay cerca?: Game Box - 550 m; Megaparque la 60 - 700 m; Parque La Floresta - 900 m; Parque Ambalema - 950 m; Parque Jhon F. Kennedy - 1,1 km; Cancha Versalles - 1,1 km; Unidad Deportiva de Ibagué - 1,1 km; Parque Ambala - 1,1 km; Parque - 1,2 km; Cancha 2 Etapa - 1,3 km || Restaurantes y cafeterías: RestauranteMartina Restaurante - 100 m; RestauranteEl Callao - 100 m; RestauranteBurger Trailer Ibg. - 150 m || Aeropuertos más cercanos: Aeropuerto de Ibagué - 9 km; Aeropuerto internacional de El Edén - 98 km"
Loft en el corazón de la ciudad,https://www.booking.com/hotel/co/loft-en-el-corazon-de-la-ciudad-ibague.es.html?aid=304142&label=gen173nr-10CAQoggJCDnNlYXJjaF9pYmFndcOpSApYBGgyiAEBmAEzuAEXyAEM2AED6AEB-AEBiAIBqAIBuAK4wtXGBsACAdICJDBlYTQwYzhiLTNhYzctNDdiYi1hMzc2LTIyOWU5ZDI5ODUzONgCAeACAQ&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=7&hapos=202&sr_order=popularity&srpvid=eb1b6d9c0fb60a41&srepoch=1758814822&from=searchresults,"9,0",3 comentarios,Ibagué,"Loft en el corazón de la ciudad se encuentra en Ibagué. Hay parking privado en el propio alojamiento y wifi gratis.

El apartamento de 1 dormitorio cuenta con sala de estar con TV de pantalla plana y cocina totalmente equipada.

El aeropuerto (Aeropuerto de Ibagué) está a 10 km.","¿Qué hay cerca?: Megaparque la 60 - 400 m; Estación Splash - 550 m; Game Box - 1,1 km; Parque La Floresta - 1,1 km; Parque Ambalema - 1,2 km; Parque Jhon F. Kennedy - 1,3 km; Parque Ambala - 1,3 km; Parque - 1,5 km; Cancha 2 Etapa - 1,5 km; Cancha 7 et. Jordan - 1,5 km || Restaurantes y cafeterías: RestauranteTango Burger Shop - 20 m; RestauranteRestaurante Don Pedro Típico Colombiano - 100 m; RestauranteFrisby La Estación - 100 m || Aeropuertos más cercanos: Aeropuerto de Ibagué - 9 km; Aeropuerto internacional de El Edén - 98 km"
Tu Espacio en Ibague,https://www.booking.com/hotel/co/tu-espacio-en-ibague-ibague.es.html?aid=304142&label=gen173nr-10CAQoggJCDnNlYXJjaF9pYmFndcOpSApYBGgyiAEBmAEzuAEXyAEM2AED6AEB-AEBiAIBqAIBuAK4wtXGBsACAdICJDBlYTQwYzhiLTNhYzctNDdiYi1hMzc2LTIyOWU5ZDI5ODUzONgCAeACAQ&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=8&hapos=203&sr_order=popularity&srpvid=eb1b6d9c0fb60a41&srepoch=1758814822&from=searchresults,"8,7",4 comentarios,Ibagué,"Tu Espacio en Ibague se encuentra en Ibagué y ofrece alojamiento con piscina al aire libre, wifi gratis, servicio de conserjería y mostrador de información turística. Este apartamento tiene acceso a un balcón.

El apartamento de 2 dormitorios tiene sala de estar con TV de pantalla plana, cocina totalmente equipada con nevera y 1 baño con ducha. Hay toallas y ropa de cama en el apartamento.

El aeropuerto (Aeropuerto de Ibagué) está a 8 km.","¿Qué hay cerca?: Parque del Barrio Pacande - 1,1 km; Universidad cooperativa de colombia - 1,8 km; Parque Bioecológico San Luisú - 1,8 km; Coopentol - 1,9 km; Parque portales del norte - 2,1 km; Parque Colinas del Norte - 2,2 km; Bioparque el limon - 2,3 km; Parque de la Música - 2,9 km; Parque BioSaludable Ambicaima - 3 km; Sede San Simon - 3 km || Restaurantes y cafeterías: RestauranteDiana - 1,2 km; RestauranteTutto Gelato - 850 m; RestauranteCalambuco - 1,1 km || Aeropuertos más cercanos: Aeropuerto de Ibagué - 7 km"
Alojamiento campestre Juanita Bonita,https://www.booking.com/hotel/co/alojamiento-campestre-juanita-bonita-ibague.es.html?aid=304142&label=gen173nr-10CAQoggJCDnNlYXJjaF9pYmFndcOpSApYBGgyiAEBmAEzuAEXyAEM2AED6AEB-AEBiAIBqAIBuAK4wtXGBsACAdICJDBlYTQwYzhiLTNhYzctNDdiYi1hMzc2LTIyOWU5ZDI5ODUzONgCAeACAQ&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=9&hapos=204&sr_order=popularity&srpvid=eb1b6d9c0fb60a41&srepoch=1758814822&from=searchresults,10,1 comentario,Ibagué,"Alojamiento campestre Juanita Bonita dispone de alojamiento en Ibagué. Hay vistas al jardín.

En el hostal o pensión, las habitaciones incluyen escritorio, TV de pantalla plana, baño privado, ropa de cama y toallas. Todas las habitaciones cuentan con nevera.

El aeropuerto (Aeropuerto de Ibagué) está a 11 km.","¿Qué hay cerca?: Parque Mirolindo - 5 km; Recreacafe - 5 km; Club Campestre de Ibague - 6 km; Parque Infantil - 6 km; leisure - 6 km; Parque Nuevo Horizonte - 6 km; Plazoleta Comfenalco Cuarta Etapa - 6 km; Comfenalco - 7 km; parque infantil ciudad luz - 7 km; Parque Plazoleta San Remo - 7 km || Restaurantes y cafeterías: RestauranteLos Amigos Inn - 650 m; RestauranteEl Rancho de Juancho - 2,6 km; Cafetería/barLa Tribu Discoteca Club - 3,4 km || Aeropuertos más cercanos: Aeropuerto de Ibagué - 10 km"
Villa Ester Hostel Vereda Cay,https://www.booking.com/hotel/co/villa-ester-hostel.es.html?aid=304142&label=gen173nr-10CAQoggJCDnNlYXJjaF9pYmFndcOpSApYBGgyiAEBmAEzuAEXyAEM2AED6AEB-AEBiAIBqAIBuAK4wtXGBsACAdICJDBlYTQwYzhiLTNhYzctNDdiYi1hMzc2LTIyOWU5ZDI5ODUzONgCAeACAQ&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=10&hapos=205&sr_order=popularity&srpvid=eb1b6d9c0fb60a41&srepoch=1758814822&from=searchresults,"8,9",95 comentarios,Ibagué,"Villa Ester Hostel Vereda Cay está en Ibagué y tiene jardín, terraza y wifi gratis. El albergue dispone de habitaciones familiares.

En el albergue, todas las habitaciones incluyen TV de pantalla plana, baño privado y un balcón con vistas a la montaña.

El aeropuerto (Aeropuerto de Ibagué) está a 18 km.","¿Qué hay cerca?: Parque del Agua - 3,3 km; Paruqe infantil Libertador - 3,5 km; Calle 6 K 4 La Pola - 3,9 km; Walking Walking - 4 km; Parque de Belén - 4,1 km; Parque Bolívar - 4,2 km; Parque de la Música - 4,2 km; Parque Centenario - 4,4 km; Plazoleta Dulima - 4,8 km; Parque Bio Saludable Avenida - 5 km || Restaurantes y cafeterías: RestauranteFinca La Riviera - 1,9 km; RestauranteKeriko Restaurante - 4 km; RestauranteRestaurante Merlot - 3,1 km || Aeropuertos más cercanos: Aeropuerto de Ibagué - 17 km; Aeropuerto internacional de El Edén - 98 km"
APTO 201 Cerca al Centro Comercial Estacion,https://www.booking.com/hotel/co/apto-201-cerca-al-centro-comercial-estacion.es.html?aid=304142&label=gen173nr-10CAQoggJCDnNlYXJjaF9pYmFndcOpSApYBGgyiAEBmAEzuAEXyAEM2AED6AEB-AEBiAIBqAIBuAK4wtXGBsACAdICJDBlYTQwYzhiLTNhYzctNDdiYi1hMzc2LTIyOWU5ZDI5ODUzONgCAeACAQ&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=11&hapos=206&sr_order=popularity&srpvid=eb1b6d9c0fb60a41&srepoch=1758814822&from=searchresults,,,Ibagué,"APTO 201 Cerca al Centro Comercial Estacion se encuentra en Ibagué. Se ofrece wifi gratis en todo el alojamiento.

El apartamento cuenta con balcón y vistas a la ciudad, y dispone de 2 dormitorios, una sala de estar, TV de pantalla plana, una cocina equipada con fogones y 2 baños con ducha.

El aeropuerto (Aeropuerto de Ibagué) está a 11 km.","¿Qué hay cerca?: Megaparque la 60 - 1 km; Unidad Deportiva de Ibagué - 1,2 km; Bioparque Avenida Ferrocarril - 1,3 km; Estación Splash - 1,5 km; Cancha Versalles - 1,8 km; Game Box - 1,9 km; Parque La Floresta - 2,1 km; Parque Ambalema - 2,2 km; Parque Jhon F. Kennedy - 2,3 km; Parque Ambala - 2,3 km || Restaurantes y cafeterías: RestauranteColor Cafe - 200 m; Cafetería/barCandribks - 400 m; RestauranteRestaurante - 450 m || Aeropuertos más cercanos: Aeropuerto de Ibagué - 10 km; Aeropuerto internacional de El Edén - 97 km"
Espectacular Apartamento para estrenar!,https://www.booking.com/hotel/co/espectacular-apartamento-para-estrenar-ibague1.es.html?aid=304142&label=gen173nr-10CAQoggJCDnNlYXJjaF9pYmFndcOpSApYBGgyiAEBmAEzuAEXyAEM2AED6AEB-AEBiAIBqAIBuAK4wtXGBsACAdICJDBlYTQwYzhiLTNhYzctNDdiYi1hMzc2LTIyOWU5ZDI5ODUzONgCAeACAQ&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=12&hapos=207&sr_order=popularity&srpvid=eb1b6d9c0fb60a41&srepoch=1758814822&from=searchresults,10,1 comentario,Ibagué,"Espectacular Apartamento para estrenar! se encuentra en Ibagué. Este alojamiento ofrece parking privado gratis y acceso a un balcón.

El apartamento cuenta con 3 dormitorios, TV de pantalla plana y cocina totalmente equipada con nevera y horno. Hay toallas y ropa de cama en el apartamento.

El aeropuerto (Aeropuerto de Ibagué) está a 6 km.","¿Qué hay cerca?: Parque Infantil - 650 m; Club Campestre de Ibague - 800 m; leisure - 1 km; Parque Nuevo Horizonte - 1,3 km; Recreacafe - 1,4 km; Plazoleta Comfenalco Cuarta Etapa - 1,5 km; Parque Plazoleta San Remo - 1,7 km; Comfenalco - 1,9 km; Mega parque Santa Rita - 1,9 km; Parque Mirolindo - 3,2 km || Restaurantes y cafeterías: RestauranteLa Comarca - 450 m; RestauranteMirolindo - 500 m; RestauranteDon Pedro - 600 m || Aeropuertos más cercanos: Aeropuerto de Ibagué - 5 km"
Apartamento vacacional Ibagué,https://www.booking.com/hotel/co/apartamento-vacacional-ibague.es.html?aid=304142&label=gen173nr-10CAQoggJCDnNlYXJjaF9pYmFndcOpSApYBGgyiAEBmAEzuAEXyAEM2AED6AEB-AEBiAIBqAIBuAK4wtXGBsACAdICJDBlYTQwYzhiLTNhYzctNDdiYi1hMzc2LTIyOWU5ZDI5ODUzONgCAeACAQ&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=13&hapos=208&sr_order=popularity&srpvid=eb1b6d9c0fb60a41&srepoch=1758814822&from=searchresults,"5,3",11 comentarios,Ibagué,"Apartamento vacacional Ibagué se encuentra en Ibagué y ofrece alojamiento con piscina privada. Este alojamiento ofrece mesa de billar, ping pong y parking privado gratis.

El apartamento ofrece un balcón y vistas a la piscina e incluye 3 dormitorios, sala de estar, TV de pantalla plana, cocina equipada y 2 baños con bañera.

El personal de recepción puede ofrecer ayuda y ofrecer información sobre la zona en cualquier momento.

En el apartamento, la clientela puede disfrutar de instalaciones de spa y bienestar como un centro de spa o del servicio de masajes bajo petición. Apartamento vacacional Ibagué cuenta con parque acuático, piscina al aire libre y jardín.

El aeropuerto (Aeropuerto de Ibagué) está a 5 km.","¿Qué hay cerca?: Comfenalco - 2,6 km; Mega parque Santa Rita - 3 km; Parque Plazoleta San Remo - 3 km; Parque Nuevo Horizonte - 3,1 km; Plazoleta Comfenalco Cuarta Etapa - 3,2 km; leisure - 3,3 km; Club Campestre de Ibague - 3,5 km; Parque Infantil - 3,5 km; Recreacafe - 5 km; Parque Mirolindo - 6 km || Restaurantes y cafeterías: RestauranteLa Parrillada Antioqueña - 2,3 km; RestauranteGallina Pa Comer - 1,9 km; RestauranteSeñora Bucaramanga - 1,8 km || Aeropuertos más cercanos: Aeropuerto de Ibagué - 4,1 km"
Full apartment near sports venues,https://www.booking.com/hotel/co/full-apartment-near-sports-venues.es.html?aid=304142&label=gen173nr-10CAQoggJCDnNlYXJjaF9pYmFndcOpSApYBGgyiAEBmAEzuAEXyAEM2AED6AEB-AEBiAIBqAIBuAK4wtXGBsACAdICJDBlYTQwYzhiLTNhYzctNDdiYi1hMzc2LTIyOWU5ZDI5ODUzONgCAeACAQ&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=14&hapos=209&sr_order=popularity&srpvid=eb1b6d9c0fb60a41&srepoch=1758814822&from=searchresults,10,4 comentarios,Ibagué,"Full apartment near sports venues está en Ibagué y ofrece alojamiento con balcón y wifi gratis. Este apartamento tiene jardín y parking privado gratis.

El apartamento tiene 3 dormitorios, una cocina totalmente equipada con nevera y 2 baños con ducha y artículos de aseo gratuitos. Hay toallas y ropa de cama en el apartamento.

El aeropuerto (Aeropuerto de Ibagué) está a 5 km.","¿Qué hay cerca?: Recreacafe - 850 m; Parque Mirolindo - 1,6 km; Parque Infantil - 1,8 km; Club Campestre de Ibague - 2,4 km; Plazoleta Comfenalco Cuarta Etapa - 2,4 km; Parque Nuevo Horizonte - 2,4 km; leisure - 2,5 km; Parque Plazoleta San Remo - 2,6 km; Mega parque Santa Rita - 2,9 km; parque infantil ciudad luz - 3 km || Restaurantes y cafeterías: RestauranteDon Matías - 350 m; Cafetería/barDunkin' Donuts - 400 m; RestauranteRestaurante Don matías - 400 m || Aeropuertos más cercanos: Aeropuerto de Ibagué - 4,9 km"
Aparta estudió independiente cerca a la concha acústica (central),https://www.booking.com/hotel/co/aparta-estudio-independiente-cerca-a-la-concha-acustica-central.es.html?aid=304142&label=gen173nr-10CAQoggJCDnNlYXJjaF9pYmFndcOpSApYBGgyiAEBmAEzuAEXyAEM2AED6AEB-AEBiAIBqAIBuAK4wtXGBsACAdICJDBlYTQwYzhiLTNhYzctNDdiYi1hMzc2LTIyOWU5ZDI5ODUzONgCAeACAQ&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=15&hapos=210&sr_order=popularity&srpvid=eb1b6d9c0fb60a41&srepoch=1758814822&from=searchresults,"1,0",1 comentario,Ibagué,"Aparta estudió independiente cerca a la concha acústica (central) se encuentra en Ibagué. Se puede disfrutar de la wifi gratis en todo el alojamiento.

El aeropuerto (Aeropuerto de Ibagué) está a 14 km.","¿Qué hay cerca?: Parque Centenario - 200 m; Parque de Belén - 400 m; Walking Walking - 450 m; Calle 6 K 4 La Pola - 450 m; Parque Bolívar - 500 m; Parque de la Música - 700 m; Paruqe infantil Libertador - 900 m; Parque del Agua - 950 m; Plazoleta Dulima - 1 km; Parque Antigua Locomotora - 1,8 km || Restaurantes y cafeterías: RestauranteAltagracia - 50 m; RestauranteAlta Gracia - Restaurante Lounge - 50 m; RestauranteLa Kascada - 100 m || Aeropuertos más cercanos: Aeropuerto de Ibagué - 13 km; Aeropuerto internacional de El Edén - 95 km"
Cabaña Ayni,https://www.booking.com/hotel/co/cabana-ayni-ibague.es.html?aid=304142&label=gen173nr-10CAQoggJCDnNlYXJjaF9pYmFndcOpSApYBGgyiAEBmAEzuAEXyAEM2AED6AEB-AEBiAIBqAIBuAK4wtXGBsACAdICJDBlYTQwYzhiLTNhYzctNDdiYi1hMzc2LTIyOWU5ZDI5ODUzONgCAeACAQ&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=16&hapos=211&sr_order=popularity&srpvid=eb1b6d9c0fb60a41&srepoch=1758814822&from=searchresults,,,Ibagué,"Cabaña Ayni está en Ibagué. Este alojamiento ofrece parking privado gratis y acceso a un balcón.

El alojamiento ofrece cocina.

En el chalet de montaña se sirve un desayuno americano.

El aeropuerto (Aeropuerto de Ibagué) está a 21 km.","¿Qué hay cerca?: Paruqe infantil Libertador - 7 km; Parque del Agua - 7 km; Calle 6 K 4 La Pola - 8 km; Walking Walking - 8 km; Parque Bolívar - 8 km; Parque de la Música - 8 km; Parque de Belén - 8 km; Parque Centenario - 8 km; Plazoleta Dulima - 8 km; Parque Bio Saludable Avenida - 9 km || Restaurantes y cafeterías: RestauranteRestaurante Barbacoas - 1,4 km; RestauranteFinca La Riviera - 5 km; RestauranteRestaurante Merlot - 7 km || Aeropuertos más cercanos: Aeropuerto de Ibagué - 21 km"
